language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	meaning	noun_class	dialect	examples
Khwarshi	khva1239	10156	15112	ХЪВА-ХЪВАХКIАХУ́КIНУ	qχ-w-a-qχ-w-a-χ-k’-a-χ-'u-k’-n-u	многокр. понуд. масд. от гл. хъва-хъвахкIахкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление заставления много писать	многокр. понуд. масд. от гл. хъва-хъвахкIахкIа́			
Khwarshi	khva1239	10157	15113	ХЪВА-ХЪВАХЫ́КIНУ	qχ-w-a-qχ-w-a-χ-'ɨ-k’-n-u	многокр. понуд. масд. от гл. хъва-хъвахкIа		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление много писать	многокр. понуд. масд. от гл. хъва-хъвахкIа			
Khwarshi	khva1239	10158	15114	ХЪВАША́КI/И	qχ-w-a-ʃ-'a-k’-i	V (-и́, -и́ба, -иза́) хварш. 1) лысый; облысевший (о человеке) 2) плешивый 3) малотравное поле (место); малоурожайное поле; см. инх. пIаIпIаIлу	V (-и́, -и́ба, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	лысый	лысый;			облысевший (о человеке)
Khwarshi	khva1239	10158	15115	ХЪВАША́КI/И	qχ-w-a-ʃ-'a-k’-i	V (-и́, -и́ба, -иза́) хварш. 1) лысый; облысевший (о человеке) 2) плешивый 3) малотравное поле (место); малоурожайное поле; см. инх. пIаIпIаIлу	V (-и́, -и́ба, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	плешивый	плешивый			
Khwarshi	khva1239	10158	15116	ХЪВАША́КI/И	qχ-w-a-ʃ-'a-k’-i	V (-и́, -и́ба, -иза́) хварш. 1) лысый; облысевший (о человеке) 2) плешивый 3) малотравное поле (место); малоурожайное поле; см. инх. пIаIпIаIлу	V (-и́, -и́ба, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	малотравное поле	малотравное поле (место);		инхокваринский	малоурожайное поле; см. инх. пIаIпIаIлу
Khwarshi	khva1239	10159	15117	ХЪВАIД	qχ-w-a-ˁ-d	V (-и́, -ба, -аIлаIза́) развалина; хъваIд чалIа разровнять место (для строительства); Сасийа ханых хъваIдаI­лаIба развалины хана Сасия ♦ хъваIдел эзалаба некьа сильно похудеть (букв. в развалины глаза идти); хварш. хъуд	V (-и́, -ба, -аIлаIза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	развалина	развалина;	V	хваршинский	хъваIд чалIа разровнять место (для строительства); Сасийа ханых хъваIдаI­лаIба развалины хана Сасия ♦ хъваIдел эзалаба некьа сильно похудеть (букв. в развалины глаза идти); хварш. хъуд
Khwarshi	khva1239	10160	15118	ХЪВАIР-ХЪВА́IЛ/И	qχ-w-a-ˁ-r-qχ-w-'a-ˁ-l-i	IV (-и́) шум (кипящей жидкости, бурлящей от половодья реки); мадус хъваIр-хъваIли шум реки; шоггома хъваIр-хъваIли лагьи в кастрюле (котле) начался шум кипящей жидкости	IV (-и́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	шум	шум (кипящей жидкости, бурлящей от половодья реки);	IV		мадус хъваIр-хъваIли шум реки; шоггома хъваIр-хъваIли лагьи в кастрюле (котле) начался шум кипящей жидкости
Khwarshi	khva1239	10161	15119	ХЪВАIХЪВАIЛIА́	qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-'a	(хъваIхъва́IлIлIе, хъваIхъваIлIи́, хъваIхъваIлIы́н, хъва́I­хъваIлIа̄й, хъва́IхъваIлIа) 1) смеяться; къала хъваIхъваIлIи дети засмеялись; лылIлIо хъваIхъваIлIа громко смеяться 2) хохотать 3) улыбаться, улыбнуться; цIохуч хъваIхъваIлIа улыбаться; хварш. хъвахъвалIа, хъохъолIа	(хъваIхъва́IлIлIе, хъваIхъваIлIи́, хъваIхъваIлIы́н, хъва́I­хъваIлIа̄й, хъва́IхъваIлIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	смеяться	смеяться;			къала хъваIхъваIлIи дети засмеялись; лылIлIо хъваIхъваIлIа громко смеяться
Khwarshi	khva1239	10161	15120	ХЪВАIХЪВАIЛIА́	qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-'a	(хъваIхъва́IлIлIе, хъваIхъваIлIи́, хъваIхъваIлIы́н, хъва́I­хъваIлIа̄й, хъва́IхъваIлIа) 1) смеяться; къала хъваIхъваIлIи дети засмеялись; лылIлIо хъваIхъваIлIа громко смеяться 2) хохотать 3) улыбаться, улыбнуться; цIохуч хъваIхъваIлIа улыбаться; хварш. хъвахъвалIа, хъохъолIа	(хъваIхъва́IлIлIе, хъваIхъваIлIи́, хъваIхъваIлIы́н, хъва́I­хъваIлIа̄й, хъва́IхъваIлIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	хохотать	хохотать			
Khwarshi	khva1239	10161	15121	ХЪВАIХЪВАIЛIА́	qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-'a	(хъваIхъва́IлIлIе, хъваIхъваIлIи́, хъваIхъваIлIы́н, хъва́I­хъваIлIа̄й, хъва́IхъваIлIа) 1) смеяться; къала хъваIхъваIлIи дети засмеялись; лылIлIо хъваIхъваIлIа громко смеяться 2) хохотать 3) улыбаться, улыбнуться; цIохуч хъваIхъваIлIа улыбаться; хварш. хъвахъвалIа, хъохъолIа	(хъваIхъва́IлIлIе, хъваIхъваIлIи́, хъваIхъваIлIы́н, хъва́I­хъваIлIа̄й, хъва́IхъваIлIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	улыбаться	улыбаться, улыбнуться;		хваршинский	цIохуч хъваIхъваIлIа улыбаться; хварш. хъвахъвалIа, хъохъолIа
Khwarshi	khva1239	10162	15122	ХЪВАIХЪВАIЛIАКIА́	qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-a-k’-'a	(хъваIхъваI­лIа́­кIше, хъваIхъваIлIакIи́, хъваIхъваIлIа­кIы́н, хъваIхъваIлIакIа̄й, хъва́IхъваIлIа­кIа) понуд. заставлять смеяться; смешить, рассмешить кого-л.; вызвать смех; гъытIокIун хъваIхъваIлIакIа щекоткой вызвать смех; кепаб хабаракьа хъваI­хъваIлIакIа рассмешить весёлой шуткой	(хъваIхъваI­лIа́­кIше, хъваIхъваIлIакIи́, хъваIхъваIлIа­кIы́н, хъваIхъваIлIакIа̄й, хъва́IхъваIлIа­кIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	смешить	(хъваIхъваI­лIа́­кIше, хъваIхъваIлIакIи́, хъваIхъваIлIа­кIы́н, хъваIхъваIлIакIа̄й, хъва́IхъваIлIа­кIа) понуд. заставлять смеяться;			смешить, рассмешить кого-л.; вызвать смех; гъытIокIун хъваIхъваIлIакIа щекоткой вызвать смех; кепаб хабаракьа хъваI­хъваIлIакIа рассмешить весёлой шуткой
Khwarshi	khva1239	10163	15123	ХЪВАIХЪВАIЛIА́КIНУ	qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-'a-k’-n-u	масд. от гл. хъваIхъваIлIакIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	смех	масд. от гл. хъваIхъваIлIакIа́			
Khwarshi	khva1239	10164	15124	ХЪВАIХЪВАIЛIАХКIА́	qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-a-χ-k’-'a	(хъваІхъваI­лIахы́кIше, хъваІхъваIлIахкIи́, хъваІхъваI­лIахкIы́н, хъваІхъваІлIахкIа̄й, хъва́ІхъваI­лIахкIа) понуд. II от гл. хъваIхъваIлIакIа́	(хъваІхъваI­лIахы́кIше, хъваІхъваIлIахкIи́, хъваІхъваI­лIахкIы́н, хъваІхъваІлIахкIа̄й, хъва́ІхъваI­лIахкIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить смешить	(хъваІхъваI­лIахы́кIше, хъваІхъваIлIахкIи́, хъваІхъваI­лIахкIы́н, хъваІхъваІлIахкIа̄й, хъва́ІхъваI­лIахкIа) понуд. II от гл. хъваIхъваIлIакIа́	I		
Khwarshi	khva1239	10165	15125	ХЪВАIХЪВАIЛIАХЫ́КIНУ	qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-a-χ-'ɨ-k’-n-u	понуд. масд. от гл. хъвахъваIлIахкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление смешить	понуд. масд. от гл. хъвахъваIлIахкIа́			
Khwarshi	khva1239	10166	15126	ХЪВАIХЪВА́IЛIНУ	qχ-w-a-ˁ-qχ-w-'a-ˁ-tɬ-n-u	1. масд. от гл. хъваIхъваIлIа́ 2. 1) смех; хъваIхъваIлIну тухъше слышится смех 2) хохот		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	смех	масд. от гл. хъваIхъваIлIа́			
Khwarshi	khva1239	10166	15127	ХЪВАIХЪВА́IЛIНУ	qχ-w-a-ˁ-qχ-w-'a-ˁ-tɬ-n-u	1. масд. от гл. хъваIхъваIлIа́ 2. 1) смех; хъваIхъваIлIну тухъше слышится смех 2) хохот		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	смех	смех;			хъваIхъваIлIну тухъше слышится смех
Khwarshi	khva1239	10166	15128	ХЪВАIХЪВА́IЛIНУ	qχ-w-a-ˁ-qχ-w-'a-ˁ-tɬ-n-u	1. масд. от гл. хъваIхъваIлIа́ 2. 1) смех; хъваIхъваIлIну тухъше слышится смех 2) хохот		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	хохот	хохот			
Khwarshi	khva1239	10167	15129	ХЪВАIХЪВАIЛIАХЫ́КIНУ	qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-a-χ-'ɨ-k’-n-u	понуд. масд. от гл. хъваІхъваIлIахкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление смешить	понуд. масд. от гл. хъваІхъваIлIахкIа́			
Khwarshi	khva1239	10168	15130	ХЪВАI-ХЪВАIХЪВАIЛIА́	qχ-w-a-ˁ-qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-'a	(хъваI-хъваI­хъва́IлIлIе, хъваI-хъваIхъваIлIи́, хъваI-хъваIхъваIлIы́н, хъваI-хъва́IхъваIлIа̄й, хъваI-хъва́IхъваIлIа) многокр. насмехаться; смеяться над кем-л.	(хъваI-хъваI­хъва́IлIлIе, хъваI-хъваIхъваIлIи́, хъваI-хъваIхъваIлIы́н, хъваI-хъва́IхъваIлIа̄й, хъваI-хъва́IхъваIлIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	насмехаться	многокр. насмехаться;			смеяться над кем-л.
Khwarshi	khva1239	10169	15131	ХЪВАI-ХЪВАIХЪВА́IЛIНУ	qχ-w-a-ˁ-qχ-w-a-ˁ-qχ-w-'a-ˁ-tɬ-n-u	многокр. масд. от гл. хъваI-хъваIхъваIлIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	насмешка	многокр. масд. от гл. хъваI-хъваIхъваIлIа́			
Khwarshi	khva1239	10170	15132	ХЪВАI-ХЪВАIХЪВАIЛIАКIА́	qχ-w-a-ˁ-qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-a-k’-'a	(хъваI-хъваIхъваIлIа́кIше, хъваI-хъваIхъваIлIа­кIи́, хъваI-хъваIхъваIлIакIы́н, хъваI-хъваIхъваIлIакIа̄й, хъваI-хъва́IхъваIлIа­кIа) многокр. понуд. от гл. хъваI-хъваI­хъваIлIакIа	(хъваI-хъваIхъваIлIа́кIше, хъваI-хъваIхъваIлIа­кIи́, хъваI-хъваIхъваIлIакIы́н, хъваI-хъваIхъваIлIакIа̄й, хъваI-хъва́IхъваIлIа­кIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить насмехаться	многокр. понуд. от гл. хъваI-хъваI­хъваIлIакIа			
Khwarshi	khva1239	10171	15133	ХЪВАI-ХЪВАIХЪВАIЛIА́КIНУ	qχ-w-a-ˁ-qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-'a-k’-n-u	многокр. понуд. масд. от гл. хъваI-хъваIхъваI­лIа­кIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление насмехаться	многокр. понуд. масд. от гл. хъваI-хъваIхъваI­лIа­кIа́			
Khwarshi	khva1239	10172	15134	ХЪВАI-ХЪВАIХЪВАIЛIАХКIА́	qχ-w-a-ˁ-qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-a-χ-k’-'a	(хъваI-хъваІхъваIлIахы́кIше, хъваI-хъваІхъваI­лIахкIи́, хъваI-хъваІхъваIлIахкIу́н, хъваI-хъваІхъваІлIахкIа̄й, хъваI-хъва́ІхъваI­лIахкIа) многокр. понуд. II от гл. хъваI-хъвахъваIлIахкIа́	(хъваI-хъваІхъваIлIахы́кIше, хъваI-хъваІхъваI­лIахкIи́, хъваI-хъваІхъваIлIахкIу́н, хъваI-хъваІхъваІлIахкIа̄й, хъваI-хъва́ІхъваI­лIахкIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить заставить насмехаться	многокр. понуд. II от гл. хъваI-хъвахъваIлIахкIа́	I		
Khwarshi	khva1239	10173	15135	ХЪВАI-ХЪВАIХЪВАIЛIАХУ́КIНУ	qχ-w-a-ˁ-qχ-w-a-ˁ-qχ-w-a-ˁ-tɬ-a-χ-'u-k’-n-u	многокр. понуд. масд. от гл. хъваI-хъваI­хъваIлIахкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление заставления насмехаться	многокр. понуд. масд. от гл. хъваI-хъваI­хъваIлIахкIа́			
Khwarshi	khva1239	10174	15136	ХЪВИДО́В	qχ-w-i-d-'o-w	авторитетный; почитаемый; уважаемый; жидо обу эчи халкъич хъвидов гьикIо их отец был всеми (на­родом) уважаемый человек; йу гъиIне голлоч хъвидов гъиIне голи она всеми уважаемая женщина (есть)		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	авторитетный	авторитетный;			почитаемый; уважаемый; жидо обу эчи халкъич хъвидов гьикIо их отец был всеми (на­родом) уважаемый человек; йу гъиIне голлоч хъвидов гъиIне голи она всеми уважаемая женщина (есть)
Khwarshi	khva1239	10175	15137	ХЪВИIЙА́	qχ-w-i-ˁ-j-'a	(хъви́Iше, хъвӣI, хъвӣIн, хъвиIйōй, хъви́Iйо) 1) считать, посчитать; быкь хъвиIйа считать овец (баранов) 2) перен. считаться с кем-н.; уважать; мон хъвӣIн бухи дубгъол к тебе пришли, считаясь с тобой (уважая тебя); см. хъвиIхкIа́	(хъви́Iше, хъвӣI, хъвӣIн, хъвиIйōй, хъви́Iйо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	считать	считать, посчитать;			быкь хъвиIйа считать овец (баранов)
Khwarshi	khva1239	10175	15138	ХЪВИIЙА́	qχ-w-i-ˁ-j-'a	(хъви́Iше, хъвӣI, хъвӣIн, хъвиIйōй, хъви́Iйо) 1) считать, посчитать; быкь хъвиIйа считать овец (баранов) 2) перен. считаться с кем-н.; уважать; мон хъвӣIн бухи дубгъол к тебе пришли, считаясь с тобой (уважая тебя); см. хъвиIхкIа́	(хъви́Iше, хъвӣI, хъвӣIн, хъвиIйōй, хъви́Iйо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	считаться	перен. считаться с кем-н.;			уважать; мон хъвӣIн бухи дубгъол к тебе пришли, считаясь с тобой (уважая тебя); см. хъвиIхкIа́
Khwarshi	khva1239	10176	15139	ХЪВИ́IНУ	qχ-w-'i-ˁ-n-u	1. масд. от гл. хъвиIйа́ 2. 1) счёт чего-л.; титрадба хъвиIну счёт тетрадей (ведение счёта) 2) перен. почёт (уважение); исул гохъи йу хъвиIну ему понравилось то, что с ним посчитали (проявили к нему уважение)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	счёт	масд. от гл. хъвиIйа́			
Khwarshi	khva1239	10176	15140	ХЪВИ́IНУ	qχ-w-'i-ˁ-n-u	1. масд. от гл. хъвиIйа́ 2. 1) счёт чего-л.; титрадба хъвиIну счёт тетрадей (ведение счёта) 2) перен. почёт (уважение); исул гохъи йу хъвиIну ему понравилось то, что с ним посчитали (проявили к нему уважение)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	счёт	счёт чего-л.;			титрадба хъвиIну счёт тетрадей (ведение счёта)
Khwarshi	khva1239	10176	15141	ХЪВИ́IНУ	qχ-w-'i-ˁ-n-u	1. масд. от гл. хъвиIйа́ 2. 1) счёт чего-л.; титрадба хъвиIну счёт тетрадей (ведение счёта) 2) перен. почёт (уважение); исул гохъи йу хъвиIну ему понравилось то, что с ним посчитали (проявили к нему уважение)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	почёт	перен. почёт (уважение);			исул гохъи йу хъвиIну ему понравилось то, что с ним посчитали (проявили к нему уважение)
Khwarshi	khva1239	10177	15142	ХЪВИIНА́	qχ-w-i-ˁ-n-'a	(хъви́Iнше, хъвиIни́, хъвиI­ни́н, хъвиIна̄й, хъви́Iна) 1) толкать, толкнуть кого-что-л.; отталкивать, оттолкнуть; къоIту хъвиIна толкнуть доску (дощечку); де йу кьигьол хъвиIни я его оттолкнула 2) тужиться (при родах); хъвиIно къало тужься; къала хъвиIни натужилась	(хъви́Iнше, хъвиIни́, хъвиI­ни́н, хъвиIна̄й, хъви́Iна)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	толкать	толкать, толкнуть кого-что-л.;			отталкивать, оттолкнуть; къоIту хъвиIна толкнуть доску (дощечку); де йу кьигьол хъвиIни я его оттолкнула
Khwarshi	khva1239	10177	15143	ХЪВИIНА́	qχ-w-i-ˁ-n-'a	(хъви́Iнше, хъвиIни́, хъвиI­ни́н, хъвиIна̄й, хъви́Iна) 1) толкать, толкнуть кого-что-л.; отталкивать, оттолкнуть; къоIту хъвиIна толкнуть доску (дощечку); де йу кьигьол хъвиIни я его оттолкнула 2) тужиться (при родах); хъвиIно къало тужься; къала хъвиIни натужилась	(хъви́Iнше, хъвиIни́, хъвиI­ни́н, хъвиIна̄й, хъви́Iна)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	тужиться	тужиться (при родах);			хъвиIно къало тужься; къала хъвиIни натужилась
Khwarshi	khva1239	10178	15144	ХЪВИIНКIА́	qχ-w-i-ˁ-n-k’-'a	(хъвиIни́кIше, хъвиIнкIи́, хъвиIнкIи́н, хъвиIнōкI, хъви́IнкIо) 1) толкать, отталкивать кого-что-л.; машина хъвиIнкIа вынудить (попросить) толкать автомобиль 2) заставить тужиться	(хъвиIни́кIше, хъвиIнкIи́, хъвиIнкIи́н, хъвиIнōкI, хъви́IнкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	толкать	толкать, отталкивать кого-что-л.;			машина хъвиIнкIа вынудить (попросить) толкать автомобиль
Khwarshi	khva1239	10178	15145	ХЪВИIНКIА́	qχ-w-i-ˁ-n-k’-'a	(хъвиIни́кIше, хъвиIнкIи́, хъвиIнкIи́н, хъвиIнōкI, хъви́IнкIо) 1) толкать, отталкивать кого-что-л.; машина хъвиIнкIа вынудить (попросить) толкать автомобиль 2) заставить тужиться	(хъвиIни́кIше, хъвиIнкIи́, хъвиIнкIи́н, хъвиIнōкI, хъви́IнкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить тужиться	заставить тужиться			
Khwarshi	khva1239	10179	15146	ХЪВИIНИ́КIНУ	qχ-w-i-ˁ-n-'i-k’-n-u	масд. от гл. хъвиIнкIа́ 2.1) отталкивание 2) потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	толкание	1) отталкивание 2) потуги			
Khwarshi	khva1239	10179	15147	ХЪВИIНИ́КIНУ	qχ-w-i-ˁ-n-'i-k’-n-u	масд. от гл. хъвиIнкIа́ 2.1) отталкивание 2) потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	отталкивание	отталкивание			
Khwarshi	khva1239	10179	15148	ХЪВИIНИ́КIНУ	qχ-w-i-ˁ-n-'i-k’-n-u	масд. от гл. хъвиIнкIа́ 2.1) отталкивание 2) потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	потуги	потуги			
Khwarshi	khva1239	10180	15149	ХЪВИIНИ́IХНУ	qχ-w-i-ˁ-n-'i-ˁ-χ-n-u	1. масд. от гл. хъвиIнха́ 2. 1) толкание 2) потуги; гьобийе хъвиIнихну лохъолIи теперь начались потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление толкать	масд. от гл. хъвиIнха́			
Khwarshi	khva1239	10180	15150	ХЪВИIНИ́IХНУ	qχ-w-i-ˁ-n-'i-ˁ-χ-n-u	1. масд. от гл. хъвиIнха́ 2. 1) толкание 2) потуги; гьобийе хъвиIнихну лохъолIи теперь начались потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	толкание	толкание			
Khwarshi	khva1239	10180	15151	ХЪВИIНИ́IХНУ	qχ-w-i-ˁ-n-'i-ˁ-χ-n-u	1. масд. от гл. хъвиIнха́ 2. 1) толкание 2) потуги; гьобийе хъвиIнихну лохъолIи теперь начались потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	потуги	потуги;			гьобийе хъвиIнихну лохъолIи теперь начались потуги
Khwarshi	khva1239	10181	15152	ХЪВИ́IННУ	qχ-w-'i-ˁ-n-n-u	масд. от гл. хъвиIна́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	толкание	масд. от гл. хъвиIна́			
Khwarshi	khva1239	10182	15153	ХЪВИIНХА́	qχ-w-i-ˁ-n-χ-'a	(хъвиIни́хше, хъвиIнхи́, хъвиIнхи́н, хъвиIнōх, хъви́Iнхо) понуд. от гл. хъвиIна́	(хъвиIни́хше, хъвиIнхи́, хъвиIнхи́н, хъвиIнōх, хъви́Iнхо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить толкать	(хъвиIни́хше, хъвиIнхи́, хъвиIнхи́н, хъвиIнōх, хъви́Iнхо) понуд. от гл. хъвиIна́			
Khwarshi	khva1239	10183	15154	ХЪВИIНХОКIНУ	qχ-w-i-ˁ-n-χ-o-k’-n-u	понуд. масд. от гл. хъвиIнхокIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	?	понуд. масд. от гл. хъвиIнхокIа́			
Khwarshi	khva1239	10184	15155	ХЪВИIНХОХКIА́//	qχ-w-i-ˁ-n-χ-o-χ-k’-'a	ХЪВИIНКIОХКIА́ (хъвиIнхоху́кIше//хъвиIнкIоху́кIше, хъвиIнхохкIи́//хъвиIнкIохкIи́, хъвиIнхохкIу́н//хъвиIнкIохкIу́н, хъвиIнхох­кIōй//хъвиIнкIох­кIōй, хъви́IнхохкIо// хъви́IнкIохкIо) понуд. II от гл. хъвиIнха́//хъвиIнкIа		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	заставить заставить толкать	ХЪВИIНКIОХКIА́ (хъвиIнхоху́кIше//хъвиIнкIоху́кIше, хъвиIнхохкIи́//хъвиIнкIохкIи́, хъвиIнхохкIу́н//хъвиIнкIохкIу́н, хъвиIнхох­кIōй//хъвиIнкIох­кIōй, хъви́IнхохкIо// хъви́IнкIохкIо) понуд. II от гл. хъвиIнха́//хъвиIнкIа	I		
Khwarshi	khva1239	10185	15156	ХЪВИIНХОХУ́КIНУ//ХЪВИIНКIОХУ́КI­НУ	qχ-w-i-ˁ-n-χ-o-χ-'u-k’-n-u qχ-w-i-ˁ-n-k’-o-χ-'u-k’­-n-u	понуд. масд. от гл. хъвиIнхохкIа́ //хъвиIнкIохкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление заставления толкать	понуд. масд. от гл. хъвиIнхохкIа́ //хъвиIнкIохкIа́			
Khwarshi	khva1239	10186	15157	ХЪВИIХКIА́	qχ-w-i-ˁ-χ-k’-'a	(хъвиIхи́кIше, хъвиIхкIи́, хъвиIхкIи́н, хъвиIхōкI, хъви́IхкIо) заставить (попросить, вынудить) считать что-л.; ушкIурус къала хъвиIхкIа заставить считать школьников (учеников) 2) перен. заставить (попросить, вынудить) считаться (уважать) кого-л.; холи гъиІ­нахъа исо къеІнлъи хъвиIхкIи муж заставил жену считаться со своими родственниками	(хъвиIхи́кIше, хъвиIхкIи́, хъвиIхкIи́н, хъвиIхōкI, хъви́IхкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить считаться	перен. заставить (попросить, вынудить) считаться (уважать) кого-л.;			холи гъиІ­нахъа исо къеІнлъи хъвиIхкIи муж заставил жену считаться со своими родственниками
Khwarshi	khva1239	10187	15158	ХЪВИIХИ́КIНУ	qχ-w-i-ˁ-χ-'i-k’-n-u	понуд. масд. от гл. хъвиIхкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление считаться	понуд. масд. от гл. хъвиIхкIа́			
Khwarshi	khva1239	10188	15159	ХЪВИIХКIОХКIА́	qχ-w-i-ˁ-χ-k’-o-χ-k’-'a	(хъвиIхкIоху́кIше, хъвиIхкIохкIи́, хъвиIхкIохкIу́н, хъвиIх­кIохкIōй, хъви́IхкIохкIо) понуд.II от гл. хъвиIхкIа́	(хъвиIхкIоху́кIше, хъвиIхкIохкIи́, хъвиIхкIохкIу́н, хъвиIх­кIохкIōй, хъви́IхкIохкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить заставить толкать	(хъвиIхкIоху́кIше, хъвиIхкIохкIи́, хъвиIхкIохкIу́н, хъвиIх­кIохкIōй, хъви́IхкIохкIо) понуд.II от гл. хъвиIхкIа́	I		
Khwarshi	khva1239	10189	15160	ХЪВИIХКIОХУ́КIНУ	qχ-w-i-ˁ-χ-k’-o-χ-'u-k’-n-u	понуд. масд. от гл. хъвиIхкIохкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление заставления толкать	понуд. масд. от гл. хъвиIхкIохкIа́			
Khwarshi	khva1239	10190	15161	ХЪВИ́IХЪХЪВЕ	qχ-w-'i-ˁ-qχ-qχ-w-e	(мн. -тIа) 1) неправильный 2) изнаночный	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	неправильный	неправильный			
Khwarshi	khva1239	10190	15162	ХЪВИ́IХЪХЪВЕ	qχ-w-'i-ˁ-qχ-qχ-w-e	(мн. -тIа) 1) неправильный 2) изнаночный	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	изнаночный	изнаночный			
Khwarshi	khva1239	10191	15163	ХЪВИ́IХЪХЪВЕЛ	qχ-w-'i-ˁ-qχ-qχ-w-e-l	нареч. 1) неправильно 2) наизнанку		Jacob Lvovski	adverb	Dzhidalaev, Magomedova, Khalilov 2022	неправильно	неправильно			
