language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	examples	meaning	noun_class	dialect
Khwarshi	khva1239	9616	14329	ХАЛКЪИЙА́Б	χ-a-l-qχ’-i-j-'a-b	(мн. -тIа) народный; халкъийай артиска народная артистка; халкъийар кIише народный танец; ср.:  халкъийав, халкъийай, халкъийар	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022		халкъийай артиска народная артистка; халкъийар кIише народный танец; ср.:  халкъийав, халкъийай, халкъийар	народный;		
Khwarshi	khva1239	9617	14330	ХАЛУ́М	χ-a-l-'u-m	V (-а́, -бо, -за́) зоол. 1) трясогузка 2) ласточка (хварш.); см. э́ыс кIицIа (инх.); сыркIыкIу (квант.)	V (-а́, -бо, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022			трясогузка		
Khwarshi	khva1239	9617	14331	ХАЛУ́М	χ-a-l-'u-m	V (-а́, -бо, -за́) зоол. 1) трясогузка 2) ласточка (хварш.); см. э́ыс кIицIа (инх.); сыркIыкIу (квант.)	V (-а́, -бо, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022			ласточка (хварш.);		хваршинский
Khwarshi	khva1239	9618	14332	ХАМА́Л/У	χ-a-m-'a-l-u	III (-у́) бот. хмель; медылъыл ха́алу чалIа класть хмель в брагу	III (-у́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		медылъыл ха́алу чалIа класть хмель в брагу	бот. хмель;	III	
Khwarshi	khva1239	9619	14333	ХАН	χ-a-n	I (-и́, -ба, -за́) 1) царь, хан; ханыс бика княжна (букв. дочь хана); ханыс уже королевич; ханыс гъиIне королева; ханыс къуIне уже эчын у царя было два сына; зор ханлъын гьицин лису выбрали (назначили) хано́ (из сказки) 2) зоол. пчело́атка; цуга́аз хан этун из улья вылетела пчело́атка ¦ хан олълъо как душа пожелает (в достатке, в изобилии) (букв. подобно хану)	I (-и́, -ба, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022			царь, хан;		
Khwarshi	khva1239	9619	14334	ХАН	χ-a-n	I (-и́, -ба, -за́) 1) царь, хан; ханыс бика княжна (букв. дочь хана); ханыс уже королевич; ханыс гъиIне королева; ханыс къуIне уже эчын у царя было два сына; зор ханлъын гьицин лису выбрали (назначили) хано́ (из сказки) 2) зоол. пчело́атка; цуга́аз хан этун из улья вылетела пчело́атка ¦ хан олълъо как душа пожелает (в достатке, в изобилии) (букв. подобно хану)	I (-и́, -ба, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022			зоол. пчело́атка;		
Khwarshi	khva1239	9620	14335	ХАНА́	χ-a-n-'a	(ха́нше, хани́, ханы́н, хвн, ха́на) косить, скосить; нишуз (//нишу́оз// нишилуз) хана косить серпо́ (серпа́и); хъарисаз хана скосить косой	(ха́нше, хани́, ханы́н, хвн, ха́на)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022		нишуз (//нишу́оз// нишилуз) хана косить серпо́ (серпа́и); хъарисаз хана скосить косой	(ха́нше, хани́, ханы́н, хвн, ха́на) косить, скосить;		
Khwarshi	khva1239	9621	14336	ХАНА́Р	χ-a-n-'a-r	IV (-и́) бот. сорго веничное (с растение с длинны́и тонки́и стебля́и, из которых раньше делали веники); ханарыс энгьу веник из сорго	IV (-и́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		ханарыс энгьу веник из сорго	бот. сорго веничное (с растение с длинны́и тонки́и стебля́и, из которых раньше делали веники);	IV	
Khwarshi	khva1239	9622	14337	ХАНДА́КЪ	χ-a-n-d-'a-qχ’	III (-и́, -ба, -за́) окоп; ангъгъу хандакъ глубокий окоп; лIолкьо ило обу баІлIлIела релъа-зебкьо хандакъма лIухун на войне наш отец раненый восе́ь суток пролежал в окопе	III (-и́, -ба, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		ангъгъу хандакъ глубокий окоп; лIолкьо ило обу баІлIлIела релъа-зебкьо хандакъма лIухун на войне наш отец раненый восе́ь суток пролежал в окопе	окоп;	III	
Khwarshi	khva1239	9623	14338	ХАНКIА1	χ-a-n-k’-a	(ханы́кIше, ханкIи́, ханкIы́н, ханвкI, ха́нкIа) 1) понуд. заставить (попросить) косить; могъ гьикIохъо ханкIи попросили скосить луг чужих людей	(ханы́кIше, ханкIи́, ханкIы́н, ханвкI, ха́нкIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			понуд. заставить (попросить) косить;		
Khwarshi	khva1239	9624	14339	ХАНКIА2	χ-a-n-k’-a	(ханы́кIше, ханкIи́, ханкIы́н, ханвкI, ха́нкIа) хорошо водить машину (при любой погоде  в гололёде и слякоти); см. хехкIида́	(ханы́кIше, ханкIи́, ханкIы́н, ханвкI, ха́нкIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022		см. хехкIида́	(ханы́кIше, ханкIи́, ханкIы́н, ханвкI, ха́нкIа) хорошо водить машину (при любой погоде  в гололёде и слякоти);		
Khwarshi	khva1239	9625	14340	ХАНКIАХКIА́	χ-a-n-k’-a-χ-k’-'a	(ханкIахы́кIше, ханкIахкIи́, ханкIахкIы́н, ханкIахкIвй, ха́нкIахкIа) понуд. от гл. ханкIа1,2	(ханкIахы́кIше, ханкIахкIи́, ханкIахкIы́н, ханкIахкIвй, ха́нкIахкIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(ханкIахы́кIше, ханкIахкIи́, ханкIахкIы́н, ханкIахкIвй, ха́нкIахкIа) понуд. от гл. ханкIа1,2		
Khwarshi	khva1239	9626	14341	ХАНКIАХЫ́КIНУ	χ-a-n-k’-a-χ-'ɨ-k’-n-u	понуд. масд. от гл. ханкIахкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			понуд. масд. от гл. ханкIахкIа́		
Khwarshi	khva1239	9627	14342	ХА́НЛЪ/И	χ-'a-n-ɬ-i	IV (-и́) ханство, владычество, власть; ханлъи лийа а) выполнять обязанности хана (царя); править, царствовать б) перен. властвовать; ме ханлъи лийобо ты не властвуй	IV (-и́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		ханлъи лийа а) выполнять обязанности хана (царя); править, царствовать б) перен. властвовать; ме ханлъи лийобо ты не властвуй	ханство, владычество, власть;	IV	
Khwarshi	khva1239	9628	14343	ХАН-ЛIАНА́	χ-a-n-tɬ-a-n-'a	(хан-лIа́нше, хан-лIани́, хан-лIаны́н, хан-лIвн, ха́н-лIана) то же, что хана	(хан-лIа́нше, хан-лIани́, хан-лIаны́н, хан-лIвн, ха́н-лIана)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			то же, что хана		
Khwarshi	khva1239	9629	14344	ХАН-ЛIА́ННУ	χ-a-n-tɬ-'a-n-n-u	масд. от гл. хан-лIана́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд. от гл. хан-лIана́		
Khwarshi	khva1239	9630	14345	ХАН-ЛIАНКIА́	χ-a-n-tɬ-a-n-k’-'a	(хан-лIаны́кIше, хан-лIанкIи́, хан-лIанкIы́н, хан-лIанвкI, ха́н-лIанкIа) понуд. от гл. хан-лIана́	(хан-лIаны́кIше, хан-лIанкIи́, хан-лIанкIы́н, хан-лIанвкI, ха́н-лIанкIа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			понуд. от гл. хан-лIана́		
Khwarshi	khva1239	9631	14346	ХАН-ЛIАНЫ́КIНУ	χ-a-n-tɬ-a-n-'ɨ-k’-n-u	понуд. масд. от гл. хан-лIанкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			понуд. масд. от гл. хан-лIанкIа́		
Khwarshi	khva1239	9632	14347	ХА́ННУ1	χ-'a-n-n-u	1. масд. от гл. хана́ 2. 1) кошение; илъес ханну загIибар голи у неё слабое кошение (не научилась косить); 2) косьба; ило ханну лъыкъи наша косьба завершилась		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд.		
Khwarshi	khva1239	9632	14348	ХА́ННУ1	χ-'a-n-n-u	1. масд. от гл. хана́ 2. 1) кошение; илъес ханну загIибар голи у неё слабое кошение (не научилась косить); 2) косьба; ило ханну лъыкъи наша косьба завершилась		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			кошение;		
Khwarshi	khva1239	9632	14349	ХА́ННУ1	χ-'a-n-n-u	1. масд. от гл. хана́ 2. 1) кошение; илъес ханну загIибар голи у неё слабое кошение (не научилась косить); 2) косьба; ило ханну лъыкъи наша косьба завершилась		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			косьба;		
Khwarshi	khva1239	9633	14350	ХА́ННУ2	χ-'a-n-n-u	прич. скошенный; ханну бох скошенная трава; ханну гъуIдуIл скошенное поле; скошенный участок		Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022		ханну бох скошенная трава; ханну гъуIдуIл скошенное поле; скошенный участок	прич. скошенный;		
Khwarshi	khva1239	9634	14351	ХАНТIИДА́1	χ-a-n-t’-i-d-'a	(хантIи́дше//хантIи́шше, хантIиди́, хантIиди́н, хантIидфй, ха́нтIидо) торопиться, поторопиться; спешить, поспешить; жиду хантIидин мекьи они торопливо ушли; ило оноз хантIиди мы поспешили (поторопились) уходить оттуда; йу хантIидин окIи он ушёл сразу же, быстро, без про́едления (поспешно); см. так же хванкьа ботIкъа	(хантIи́дше//хантIи́шше, хантIиди́, хантIиди́н, хантIидфй, ха́нтIидо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022		спешить, поспешить; жиду хантIидин мекьи они торопливо ушли; ило оноз хантIиди мы поспешили (поторопились) уходить оттуда; йу хантIидин окIи он ушёл сразу же, быстро, без про́едления (поспешно); см. так же хванкьа ботIкъа	(хантIи́дше//хантIи́шше, хантIиди́, хантIиди́н, хантIидфй, ха́нтIидо) торопиться, поторопиться;		
Khwarshi	khva1239	9635	14352	ХАНТIИДА́2	χ-a-n-t’-i-d-'a	(хантIи́дше//хантIи́шше, хантIиди́, хантIиди́н, хантIидфй, ха́нтIидо) обрубить ветки сваленного (упавшего) дерева	(хантIи́дше//хантIи́шше, хантIиди́, хантIиди́н, хантIидфй, ха́нтIидо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(хантIи́дше//хантIи́шше, хантIиди́, хантIиди́н, хантIидфй, ха́нтIидо) обрубить ветки сваленного (упавшего) дерева		
Khwarshi	khva1239	9636	14353	ХАНТIИ́ДДУ	χ-a-n-t’-'i-d-d-u	(мн. -тIа) прич. 1) быстрый, торопливый 2) ловкий, сноровистый, неза́едлительный; хантIидду уже быстрый (торопливый, бойкий, неленивый) мальчик	(мн. -тIа) прич. 1) быстрый, торопливый 2) ловкий, сноровистый, неза́едлительный; хантIидду уже быстрый (торопливый, бойкий, неленивый)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			быстрый, торопливый		
Khwarshi	khva1239	9636	14354	ХАНТIИ́ДДУ	χ-a-n-t’-'i-d-d-u	(мн. -тIа) прич. 1) быстрый, торопливый 2) ловкий, сноровистый, неза́едлительный; хантIидду уже быстрый (торопливый, бойкий, неленивый) мальчик	(мн. -тIа) прич. 1) быстрый, торопливый 2) ловкий, сноровистый, неза́едлительный; хантIидду уже быстрый (торопливый, бойкий, неленивый)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			ловкий, сноровистый, неза́едлительный;		
Khwarshi	khva1239	9637	14355	ХАНТIИ́ДНУ1	χ-a-n-t’-'i-d-n-u	1. масд. от гл. хантIида́ 2. 1) торопливость, быстрота 2) ловкость		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд.		
Khwarshi	khva1239	9637	14356	ХАНТIИ́ДНУ1	χ-a-n-t’-'i-d-n-u	1. масд. от гл. хантIида́ 2. 1) торопливость, быстрота 2) ловкость		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			торопливость,		
Khwarshi	khva1239	9637	14357	ХАНТIИ́ДНУ1	χ-a-n-t’-'i-d-n-u	1. масд. от гл. хантIида́ 2. 1) торопливость, быстрота 2) ловкость		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			ловкость		
Khwarshi	khva1239	9638	14358	ХАНТIИ́ДНУ2	χ-a-n-t’-'i-d-n-u	масд. от гл. хантIида́2		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд. от гл. хантIида́2		
Khwarshi	khva1239	9639	14359	ХАНТIИДОКIА́1	χ-a-n-t’-i-d-o-k’-'a	(хантIидо́кIше, хантIидокIи́, хантIидокIу́н, хантIидокIфй, ха́нтIидокIо) торопить, поторопить; иле къала шикьу шикьа хантIидокIи мы поторопили детей одеваться	(хантIидо́кIше, хантIидокIи́, хантIидокIу́н, хантIидокIфй, ха́нтIидокIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022		иле къала шикьу шикьа хантIидокIи мы поторопили детей одеваться	(хантIидо́кIше, хантIидокIи́, хантIидокIу́н, хантIидокIфй, ха́нтIидокIо) торопить, поторопить;		
Khwarshi	khva1239	9640	14360	ХАНТIИДОКIА́2	χ-a-n-t’-i-d-o-k’-'a	(хантIидо́кIше, хантIидокIи́, хантIидокIу́н, хантIидокIфй, ха́нтIидокIо) понуд. от гл. хантIида2	(хантIидо́кIше, хантIидокIи́, хантIидокIу́н, хантIидокIфй, ха́нтIидокIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(хантIидо́кIше, хантIидокIи́, хантIидокIу́н, хантIидокIфй, ха́нтIидокIо) понуд. от гл. хантIида2		
Khwarshi	khva1239	9641	14361	ХАНТIИДО́КIНУ	χ-a-n-t’-i-d-'o-k’-n-u	масд. от гл. хантIидокIа́1,2		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд. от гл. хантIидокIа́1,2		
Khwarshi	khva1239	9642	14362	ХАНТIИДОХКIА́1	χ-a-n-t’-i-d-o-χ-k’-'a	(хантIидоху́кIше, хантIидохкIи́, хантIидохкIу́н, хантIидохкIфй, ха́нтIидохкIо) понуд. от гл. хантIидокIа́1	(хантIидоху́кIше, хантIидохкIи́, хантIидохкIу́н, хантIидохкIфй, ха́нтIидохкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(хантIидоху́кIше, хантIидохкIи́, хантIидохкIу́н, хантIидохкIфй, ха́нтIидохкIо) понуд. от гл. хантIидокIа́1		
Khwarshi	khva1239	9643	14363	ХАНТIИДОХКIА́2	χ-a-n-t’-i-d-o-χ-k’-'a	(хантIидоху́кIше, хантIидохкIи́, хантIидохкIу́н, хантIидохкIфй, ха́нтIидохкIо) понуд. II от гл. хантIидокIа́2	(хантIидоху́кIше, хантIидохкIи́, хантIидохкIу́н, хантIидохкIфй, ха́нтIидохкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(хантIидоху́кIше, хантIидохкIи́, хантIидохкIу́н, хантIидохкIфй, ха́нтIидохкIо) понуд. II от гл. хантIидокIа́2	I	
Khwarshi	khva1239	9644	14364	ХАНТIИДОХУ́КIНУ	χ-a-n-t’-i-d-o-χ-'u-k’-n-u	понуд. масд. от гл. хантIидохкIа́1,2		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			понуд. масд. от гл. хантIидохкIа́1,2		
Khwarshi	khva1239	9645	14365	ХА́НХ/А1	χ-'a-n-χ-a	III (-а́, -а́ба, -аза́) грабли; беш ханхаз бацIцIалъакIва огород почистить грабля́и; хварш. хаха; см. михъи	III (-а́, -а́ба, -аза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		беш ханхаз бацIцIалъакIва огород почистить грабля́и; хварш. хаха; см. михъи	грабли;	III	хваршинский
Khwarshi	khva1239	9646	14366	ХА́НХ/А2	χ-'a-n-χ-a	III (-а́, -а́ба, -аза́) кривой рог (оленя для ткацкого станка, служащий для прочёсывания ниток); ханха беIха водить рого́; хварш. ха́ха	III (-а́, -а́ба, -аза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		ханха беIха водить рого́; хварш. ха́ха	кривой рог (оленя для ткацкого станка, служащий для прочёсывания ниток);	III	хваршинский
Khwarshi	khva1239	9647	14367	ХА́НХ/А3	χ-'a-n-χ-a	III (-а́, -а́ба, -аза́) решето из прутьев (которое фильтрует поступающую из канавы в водосточный жёлоб воду на мельнице); лъо ханха́айа лухше вода выходит из решета; хварш хаха; см. гъеIл, цоле	III (-а́, -а́ба, -аза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		лъо ханха́айа лухше вода выходит из решета; хварш хаха; см. гъеIл, цоле	решето из прутьев (которое фильтрует поступающую из канавы в водосточный жёлоб воду на мельнице);	III	
Khwarshi	khva1239	9648	14368	ХАНЫ́КIНУ	χ-a-n-'ɨ-k’-n-u	масд. от гл. ханкIа́1,2; см. хехкIи́дну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022		см. хехкIи́дну	масд. от гл. ханкIа́1,2;		
Khwarshi	khva1239	9649	14369	ХАП	χ-a-pʰ	межд. хап (звукоподражание при выхватывании); исе хап л? он хапнул (взял миго́)		Jacob Lvovski	intj	Dzhidalaev, Magomedova, Khalilov 2022		исе хап л? он хапнул (взял миго́)	межд. хап (звукоподражание при выхватывании);		
Khwarshi	khva1239	9650	14370	ХАПИДА́//ХЪАПИДА́	χ-a-pʰ-i-d-'a qχ-a-pʰ-i-d-'a	(хапи́дше//хапи́шше, хапиди́, хапиди́н, хапидфй, ха́пидо) 1) хватать, схватывать, схватить что-л.; хвататься, схватиться за что-л.; лыкьезаз хапида рувокби нельзя вырывать из рук; исе дихъоз хапидин ос бохъхъи он выхватил у меня деньги (сразу же, с быстротой рук; с алчностью) 2) вырваться 3) перен. шутл. пить что-л. жидкое со звуко́ «хап»; жиде чорпа хопиди они ели суп с шу́о́; ср.: хварш. хъапида́; см. хопида,	(хапи́дше//хапи́шше, хапиди́, хапиди́н, хапидфй, ха́пидо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			хватать, схватывать, схватить что-л.;		
Khwarshi	khva1239	9650	14371	ХАПИДА́//ХЪАПИДА́	χ-a-pʰ-i-d-'a qχ-a-pʰ-i-d-'a	(хапи́дше//хапи́шше, хапиди́, хапиди́н, хапидфй, ха́пидо) 1) хватать, схватывать, схватить что-л.; хвататься, схватиться за что-л.; лыкьезаз хапида рувокби нельзя вырывать из рук; исе дихъоз хапидин ос бохъхъи он выхватил у меня деньги (сразу же, с быстротой рук; с алчностью) 2) вырваться 3) перен. шутл. пить что-л. жидкое со звуко́ «хап»; жиде чорпа хопиди они ели суп с шу́о́; ср.: хварш. хъапида́; см. хопида,	(хапи́дше//хапи́шше, хапиди́, хапиди́н, хапидфй, ха́пидо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			вырваться		
Khwarshi	khva1239	9650	14372	ХАПИДА́//ХЪАПИДА́	χ-a-pʰ-i-d-'a qχ-a-pʰ-i-d-'a	(хапи́дше//хапи́шше, хапиди́, хапиди́н, хапидфй, ха́пидо) 1) хватать, схватывать, схватить что-л.; хвататься, схватиться за что-л.; лыкьезаз хапида рувокби нельзя вырывать из рук; исе дихъоз хапидин ос бохъхъи он выхватил у меня деньги (сразу же, с быстротой рук; с алчностью) 2) вырваться 3) перен. шутл. пить что-л. жидкое со звуко́ «хап»; жиде чорпа хопиди они ели суп с шу́о́; ср.: хварш. хъапида́; см. хопида,	(хапи́дше//хапи́шше, хапиди́, хапиди́н, хапидфй, ха́пидо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			перен. шутл. пить что-л. жидкое со звуко́ «хап»;		
Khwarshi	khva1239	9651	14373	ХАПИ́ДНУ//ХЪАПИ́ДНУ	χ-a-pʰ-'i-d-n-u qχ-a-pʰ-'i-d-n-u	1. масд. от гл. хапида́//хъапида́ 2. 1) хватание, схватывание 2) вырывание; лыкьез хапидну вырывание (схватывание) из рук		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд.		
Khwarshi	khva1239	9651	14374	ХАПИ́ДНУ//ХЪАПИ́ДНУ	χ-a-pʰ-'i-d-n-u qχ-a-pʰ-'i-d-n-u	1. масд. от гл. хапида́//хъапида́ 2. 1) хватание, схватывание 2) вырывание; лыкьез хапидну вырывание (схватывание) из рук		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			хватание,		
Khwarshi	khva1239	9651	14375	ХАПИ́ДНУ//ХЪАПИ́ДНУ	χ-a-pʰ-'i-d-n-u qχ-a-pʰ-'i-d-n-u	1. масд. от гл. хапида́//хъапида́ 2. 1) хватание, схватывание 2) вырывание; лыкьез хапидну вырывание (схватывание) из рук		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			вырывание;		
Khwarshi	khva1239	9652	14376	ХАПИДОКIА́//ХЪАПИДОКIА́	χ-a-pʰ-i-d-o-k’-'a qχ-a-pʰ-i-d-o-k’-'a	(хапидо́кIше, хапидокIи́, хапидокIу́н, хапидокIфй, ха́пидокIо) схватывать, схватить; хватать; вырывать, вырвать; илъе ужахъа дихъоз газийат хапидокIи она заставила сына вырвать у меня газету	(хапидо́кIше, хапидокIи́, хапидокIу́н, хапидокIфй, ха́пидокIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022		хватать; вырывать, вырвать; илъе ужахъа дихъоз газийат хапидокIи она заставила сына вырвать у меня газету	(хапидо́кIше, хапидокIи́, хапидокIу́н, хапидокIфй, ха́пидокIо) схватывать, схватить;		
Khwarshi	khva1239	9653	14377	ХАПИДО́КIНУ//ХЪАПИДО́КIНУ	χ-a-pʰ-i-d-'o-k’-n-u qχ-a-pʰ-i-d-'o-k’-n-u	масд. от гл. хапидокIа́//хъапидокIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд. от гл. хапидокIа́//хъапидокIа́		
Khwarshi	khva1239	9654	14378	ХАПИДОХКIА́//ХЪАПИДОХКIА́	χ-a-pʰ-i-d-o-χ-k’-'a qχ-a-pʰ-i-d-o-χ-k’-'a	(хапидоху́кIше, хапидохкIи́, хапидохкIу́н, хапидохкIфй, ха́пидохкIо) понуд. от гл. хапидокIа́//хъапидокIа́	(хапидоху́кIше, хапидохкIи́, хапидохкIу́н, хапидохкIфй, ха́пидохкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(хапидоху́кIше, хапидохкIи́, хапидохкIу́н, хапидохкIфй, ха́пидохкIо) понуд. от гл. хапидокIа́//хъапидокIа́		
Khwarshi	khva1239	9655	14379	ХАПИДОХУ́КIНУ	χ-a-pʰ-i-d-o-χ-'u-k’-n-u	// ХЪапидоху́кIну понуд. масд. от гл. хапидохкIа́//хъапидохкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			// ХЪапидоху́кIну понуд. масд. от гл. хапидохкIа́//хъапидохкIа́		
Khwarshi	khva1239	9656	14380	ХА́ПЛIУН	χ-'a-pʰ-tɬ-u-n	нареч. вмиг; мгновенно; молниеносно; хаплIун лохъхъа схватить мгновенно (молниеносно)		Jacob Lvovski	adverb	Dzhidalaev, Magomedova, Khalilov 2022		мгновенно; молниеносно; хаплIун лохъхъа схватить мгновенно (молниеносно)	нареч. вмиг;		
Khwarshi	khva1239	9657	14381	ХАРА́М	χ-a-r-'a-m	V (-и́, -ба, -за́) зоол. жеребёнок (хварш.) ; см. инх. тай	V (-и́, -ба, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		см. инх. тай	зоол. жеребёнок (хварш.) ;	V	инхокваринский,хваршинский
Khwarshi	khva1239	9658	14382	ХАРАТIУ́Н	χ-a-r-a-t’-'u-n	IV (-и́, -бо, -за́) токарный станок (для обточки дерева); харатIунхъо легъва обточить на станке	IV (-и́, -бо, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		харатIунхъо легъва обточить на станке	токарный станок (для обточки дерева);	IV	
Khwarshi	khva1239	9659	14383	ХАРДА́	χ-a-r-d-'a	(хары́дше//хары́шше, харди́, харды́н, харвд, харда) 1) пороться, распороться, распариваться; наIхъуI хардын шов распоролся; шишу хардате плетенье не распарывается 2) распуститься, распускаться	(хары́дше//хары́шше, харди́, харды́н, харвд, харда)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			пороться, распороться, распариваться;		
Khwarshi	khva1239	9659	14384	ХАРДА́	χ-a-r-d-'a	(хары́дше//хары́шше, харди́, харды́н, харвд, харда) 1) пороться, распороться, распариваться; наIхъуI хардын шов распоролся; шишу хардате плетенье не распарывается 2) распуститься, распускаться	(хары́дше//хары́шше, харди́, харды́н, харвд, харда)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			распуститься, распускаться		
Khwarshi	khva1239	9660	14385	ХАРДАКIВА́	χ-a-r-d-a-k’-w-'a	(харда́кIвше, хардакIви́, хардакIу́н, хардакIввй, ха́рдакIва) 1) пороть, распороть; де гид хардакIви я распорола рубашку (платье) 2) распустить, распускать; цIиндакI хардакIва распустить вязаный шерстяной носок	(харда́кIвше, хардакIви́, хардакIу́н, хардакIввй, ха́рдакIва)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			пороть, распороть;		
Khwarshi	khva1239	9660	14386	ХАРДАКIВА́	χ-a-r-d-a-k’-w-'a	(харда́кIвше, хардакIви́, хардакIу́н, хардакIввй, ха́рдакIва) 1) пороть, распороть; де гид хардакIви я распорола рубашку (платье) 2) распустить, распускать; цIиндакI хардакIва распустить вязаный шерстяной носок	(харда́кIвше, хардакIви́, хардакIу́н, хардакIввй, ха́рдакIва)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			распустить, распускать;		
Khwarshi	khva1239	9661	14387	ХАРДА́КIНУ	χ-a-r-d-'a-k’-n-u	1. масд. от гл. хардакIва́ 2. 1) порка (сшитого) 2) распускание (вязки)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд.		
Khwarshi	khva1239	9661	14388	ХАРДА́КIНУ	χ-a-r-d-'a-k’-n-u	1. масд. от гл. хардакIва́ 2. 1) порка (сшитого) 2) распускание (вязки)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			порка		
Khwarshi	khva1239	9661	14389	ХАРДА́КIНУ	χ-a-r-d-'a-k’-n-u	1. масд. от гл. хардакIва́ 2. 1) порка (сшитого) 2) распускание (вязки)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			распускание		
Khwarshi	khva1239	9662	14390	ХАРДАХКIВА́	χ-a-r-d-a-χ-k’-w-'a	(хардаху́кIвше, хардахкIви́, хардахкIу́н, хардахкIввй, ха́рдахкIва) понуд. от гл. хардакIва́	(хардаху́кIвше, хардахкIви́, хардахкIу́н, хардахкIввй, ха́рдахкIва)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(хардаху́кIвше, хардахкIви́, хардахкIу́н, хардахкIввй, ха́рдахкIва) понуд. от гл. хардакIва́		
